carname,carprice,carbrand,cartype,powerway,timemark,car_motor,motor_type,car_gl,car_nj,battery_type,battery_tec,battery_brand,battery_cap,dir_way,bef_xg,aft_xg
特顺EV 2022款 性能款客运版长轴中顶,暂无报价,,纯电动,,纯电动 163马力,250,永磁/同步,120,320,磷酸铁锂电池,6年或30万公里,60.16,"快充0.8小时
慢充11小时",后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
特顺EV 2022款 性能款客运版长轴高顶,暂无报价,,纯电动,,纯电动 163马力,250,永磁/同步,120,320,磷酸铁锂电池,6年或30万公里,60.17,"快充0.8小时
慢充11小时",后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
保时捷911 2022款 GT3 4.0L 手动 美国版,暂无报价,,,,,,,,,,,,,,,
T50 EV 2021款 地库版仓栅创业型,18.78万,华晨鑫源新能源,微卡,纯电动,2021.11,纯电动 98马力,永磁/同步,72,165,磷酸铁锂电池,,55.7,快充接口,中置后驱,整体桥式非独立悬挂,整体桥式非独立悬挂
添越 2017款 6.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
T50 EV 2021款 地库版仓栅创富型,18.98万,华晨鑫源新能源,微卡,纯电动,2021.11,纯电动 98马力,永磁/同步,72,165,磷酸铁锂电池,,55.7,快充接口,中置后驱,整体桥式非独立悬挂,整体桥式非独立悬挂
T50 EV 2021款 地库版厢货创业型,18.88万,华晨鑫源新能源,微卡,纯电动,2021.10,纯电动 98马力,永磁/同步,72,165,磷酸铁锂电池,,55.7,快充接口,中置后驱,整体桥式非独立悬挂,整体桥式非独立悬挂
T50 EV 2021款 地库版厢货创富型,19.08万,华晨鑫源新能源,微卡,纯电动,2021.10,纯电动 98马力,永磁/同步,72,165,磷酸铁锂电池,,55.7,快充接口,中置后驱,整体桥式非独立悬挂,整体桥式非独立悬挂
宝马X3(进口) 2014款 2.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
发现 2018款 2.0T 自动 四驱 7座 平行进口,暂无报价,,柴油,,,,,,,,,,,,,
奔驰G级AMG 2016款 5.5T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
奥迪A7L 2022款 45 TFSI quattro S-line 风骑士,47.69万,上汽奥迪,中大型车,汽油,2022.04,2.0T 245马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
奥迪A7L 2022款 45 TFSI quattro S-line 圣骑士,47.69万,上汽奥迪,中大型车,汽油,2022.04,2.0T 245马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
LC 7系 2010款 4.0L 手动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
奔驰S级 1991款 500 SEL,暂无报价,,汽油,,3.2L 225马力 V6,165(225Ps),3199,6,V,5挡手自一体,5,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马X4 2016款 2.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
奔驰EQS SUV 2022款 EQS 450+ SUV Electric Art Line,暂无报价,,,,,,,,,,,,,,,
北汽瑞翔M3 2022款 2.0L标准型单排平板货车柳机,5.48万,北汽瑞翔,微卡,汽油,2022.04,2.0L 133马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
宝马7系 2022款 第七代 740Li 基本型,暂无报价,,,,,,,,,,,,,,,
MINI JCW 2022款 JOHN COOPER WORKS 24h Rennen Nurburgring,暂无报价,,,,,,,,,,,,,,,
奔驰G级 2018款 4.0L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
Cayman 2014款 2.7L 自动 后驱 2座 ,暂无报价,,汽油,,,,,,,,,,,,,
Cupra Born 2023款 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
AZNOM Palladium 2022款 基本型,暂无报价,Aznom,大型SUV,,,,,,,,,,,,,
高尔夫(进口) 2022款 2.0TSI R 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
Tiguan 2022款 R 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
法拉利296 2022款 ASSETTO,暂无报价,,,,,,,,,,,,,,,
法拉利296 2022款 3.0T V6 GTS,348.8万,法拉利,跑车,插电式混合动力,2022.06,3.0T 663马力 V6 插电式混合动力,2992,6,V,插电式混合动力 166马力,未知,122,315,8挡双离合,8,湿式双离合变速箱（DCT）
博腾V1 2022款 1.5L 乘用版标准型,5.08万,北汽瑞翔,微面,汽油,2022.04,1.5L 113马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
博腾V2 2022款 1.5L 乘用版标准型,6.88万,北汽瑞翔,微面,汽油,2022.04,1.5L 109马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,实心盘式,手刹
北汽瑞翔M3 2022款 1.6L标准型单排平板货车柳机,5.28万,北汽瑞翔,微卡,汽油,2022.04,1.6L 123马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L标准型单排平板货车东安,5.28万,北汽瑞翔,微卡,汽油,2022.04,1.6L 122马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 2.0L舒适型单排平板货车柳机,5.88万,北汽瑞翔,微卡,汽油,2022.04,2.0L 133马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L标准型双排平板货车柳机,5.58万,北汽瑞翔,微卡,汽油,2022.04,1.6L 123马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L标准型双排平板货车东安,5.58万,北汽瑞翔,微卡,汽油,2022.04,1.6L 122马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 2.0L标准型双排平板货车柳机,5.78万,北汽瑞翔,微卡,汽油,2022.04,2.0L 133马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 2.0L舒适型双排平板货车柳机,6.18万,北汽瑞翔,微卡,汽油,2022.04,2.0L 133马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
 0款 ,暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型,暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本)(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
周末风(进口) 2000款 基本型(副本),暂无报价,,,,,,,,,,,,,,,
纳瓦拉(海外) 2022款 SL Warrior Dual Cab 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
探岳GTE 2023款 280TSI  豪华Plus进阶版 ,24.29万,一汽-大众,中型SUV,插电式混合动力,2022.08,1.4T 150马力 L4 插电式混动,1395,4,L,插电式混动 116马力,永磁/同步,85,330,6挡双离合,6,湿式双离合变速箱（DCT）
探岳X 2023款 380TSI R-Line 四驱基本型,暂无报价,,汽油,,2.0T 220马力 L4,162(220Ps),1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,
博腾V1 2022款 1.5L 乘用版舒适型,5.38万,北汽瑞翔,微面,汽油,2022.04,1.5L 113马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
博腾V1 2022款 1.5L 厢货版舒适型,4.98万,北汽瑞翔,微面,汽油,2022.04,1.5L 113马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
博腾V2 2022款 1.5L 乘用版舒适型,7.18万,北汽瑞翔,微面,汽油,2022.04,1.5L 109马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,实心盘式,手刹
博腾V2 2022款 1.5L 厢货版标准型,6.68万,北汽瑞翔,微面,汽油,2022.04,1.5L 109马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L舒适型单排平板货车柳机,5.68万,北汽瑞翔,微卡,汽油,2022.04,1.6L 123马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L舒适型单排平板货车东安,5.68万,北汽瑞翔,微卡,汽油,2022.04,1.6L 122马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L舒适型双排平板货车柳机,5.98万,北汽瑞翔,微卡,汽油,2022.04,1.6L 123马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
北汽瑞翔M3 2022款 1.6L舒适型双排平板货车东安,5.98万,北汽瑞翔,微卡,汽油,2022.04,1.6L 122马力 L4,,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
奔驰CLA 2022款 改款 CLA 200 四门轿跑车,29.98万,奔驰(进口),紧凑型车,汽油,2022.04,1.3T 163马力 L4,1332,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奔驰CLA 2022款 改款 CLA  200 4MATIC 四门轿跑车,33.18万,奔驰(进口),紧凑型车,汽油,2022.04,1.3T 163马力 L4,1332,4,L,8挡双离合,8,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奔驰CLA 2022款 改款 CLA  260 4MATIC 四门轿跑车,37.48万,奔驰(进口),紧凑型车,汽油,2022.04,2.0T 224马力 L4,1991,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奔驰EQS SUV 2023款 EQS 450 4MATIC 豪华版,暂无报价,梅赛德斯-EQ,大型SUV,纯电动,,纯电动 360马力,永磁/同步,265,800,三元锂电池,远景动力,,,双电机四驱,电动四驱,多连杆式独立悬挂
兰德酷路泽(进口) 2016款 4.0L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
凌宝Uni 2022款 140KM 微甜三分糖版,暂无报价,,纯电动,,纯电动 27马力,140,永磁/同步,20,85,磷酸铁锂电池,8年或12万公里,11.52,慢充9小时,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
凌宝Uni 2022款 微甜版,3.48万,吉麦新能源,微型车,纯电动,2022.05,纯电动 27马力,永磁/同步,20,85,磷酸铁锂电池,8年或12万公里,11.52,慢充9小时,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
Metris MS500 2017款 2.0T 自动 后驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
凌宝Uni 2022款 201KM 超甜九分糖版,暂无报价,,纯电动,,纯电动 27马力,201,永磁/同步,20,85,磷酸铁锂电池,8年或12万公里,15.97,慢充11小时,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
凌宝Uni 2022款 超甜版,4.18万,吉麦新能源,微型车,纯电动,2022.05,纯电动 27马力,永磁/同步,20,85,磷酸铁锂电池,8年或12万公里,15.97,慢充11小时,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
Hennessey Mammoth 2022款 1000 6x6 TRX,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
奔驰CLA 2022款 改款 CLA 260 4MATIC 五门猎跑车,37.78万,奔驰(进口),紧凑型车,汽油,2021.10,2.0T 224马力 L4,1991,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奔驰CLA 2022款 改款 CLA 200 五门猎跑车,29.98万,奔驰(进口),紧凑型车,汽油,2022.04,1.3T 163马力 L4,1332,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
Staria 2022款 Camper 韩国版,暂无报价,,,,,,,,,,,,,,,
宝马i7 2022款 测试车,暂无报价,,,,,,,,,,,,,,,
迈凯伦GT 2022款 霓虹光谱主题限量版,暂无报价,,,,,,,,,,,,,,,
宝马7系 2022款 760i xDrive,暂无报价,,,,,,,,,,,,,,,
宝马7系PHEV 2022款 M760e xDrive,暂无报价,,,,,,,,,,,,,,,
Grecale 2023款 3.0T Trofeo PrimaSerie 首发限量版,106.38万,玛莎拉蒂,中型SUV,汽油,2022.04,3.0T 530马力 V6,2992,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
林肯Star 2022款 Concept,暂无报价,林肯(进口),中大型SUV,,,,,,,,,,,,,
金海狮M 2022款 1.6L 工程狮厢货 2座,4.99万,华晨鑫源,中型MPV,汽油,2022.07,1.6L 120马力 L4,1599,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 1.5L 工程狮客车 5座,4.99万,华晨鑫源,中型MPV,汽油,2022.07,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 1.5L 工程狮客车 6座,4.99万,华晨鑫源,中型MPV,汽油,2022.07,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 1.5L 旅行狮客车 5座,5.29万,华晨鑫源,中型MPV,汽油,2022.07,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 熊猫版 1.5L 旅行狮客车 6座,5.39万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 1.5L 旅行狮客车 7座,5.29万,华晨鑫源,中型MPV,汽油,2022.07,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
奔驰A级AMG(进口) 2022款 AMG A 35 Edition 55,暂无报价,,汽油,,2.0T 421马力 L4,310(421Ps),1991,4,L,8挡双离合,8,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
奔驰CLA AMG 2022款 AMG CLA 35 4MATIC 55周年纪念版,50.28万,梅赛德斯-AMG,紧凑型车,汽油,2022.08,2.0T 306马力 L4,1991,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
纳瓦拉 2022款 2.5L手动两驱智联型QR25,16.58万,郑州日产,中型皮卡,汽油,2022.04,2.5L 190马力 L4,2488,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,鼓式,手刹
纳瓦拉 2022款 2.5L手动两驱尊贵型QR25,16.68万,郑州日产,中型皮卡,汽油,2022.04,2.5L 190马力 L4,2488,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,鼓式,手刹
纳瓦拉 2022款 2.5L 手动四驱尊贵型 QR25,19.18万,郑州日产,中型皮卡,汽油,2022.04,2.5L 190马力 L4,2488,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,鼓式,手刹
比亚迪D1 2022款 舒适版,15.78万,比亚迪,紧凑型MPV,纯电动,2022.04,纯电动 136马力,永磁/同步,100,180,磷酸铁锂电池,刀片电池,比亚迪,53.6,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
Staria 2022款 Limousine 韩国版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
宝马i7 2022款 xDrive 60L,暂无报价,,,,,,,,,,,,,,,
Mustang 2013款 5.0L 自动 后驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
揽胜 2023款 3.0 L6 400PS 盛世七座加长版,146.8万,路虎(进口),中大型SUV,48V轻混系统,2022.04,3.0T 400马力 L6 48V轻混,2996,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
揽胜 2023款 3.0 L6 400PS 盛世加长版,164.8万,路虎(进口),中大型SUV,48V轻混系统,2022.04,3.0T 400马力 L6 48V轻混,2996,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
长安Lumin 2022款 301KM 蜜甜款,6.99万,长安汽车,微型车,纯电动,2022.06,纯电动 48马力,永磁/同步,35,87,磷酸铁锂电池,宁德时代,8年或12万公里,140.0,前置前驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
思皓X6 2022款 1.5T 手动先锋版,7.99万,江汽集团,紧凑型SUV,汽油,2022.06,1.5T 150马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
宝马X7 2023款 M Sport 基本型,暂无报价,,,,,,,,,,,,,,,
雷克萨斯RZ 2022款 450e 美国版,暂无报价,,,,,,,,,,,,,,,
思皓X6 2022款 1.5T DCT先锋版,8.99万,江汽集团,紧凑型SUV,汽油,2022.06,1.5T 150马力 L4,1499,4,L,6挡双离合,6,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
思皓X6 2022款 1.5T DCT智驾版,9.99万,江汽集团,紧凑型SUV,汽油,2022.06,1.5T 150马力 L4,1499,4,L,6挡双离合,6,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
中兴1949 2022款 试装车,暂无报价,,,,,,,,,,,,,,,
思皓X6 2022款 1.5T DCT音智版,10.79万,江汽集团,紧凑型SUV,汽油,2022.06,1.5T 150马力 L4,1499,4,L,6挡双离合,6,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
思皓X6 2022款 1.5T DCT潮FUN版,11.49万,江汽集团,紧凑型SUV,汽油,2022.06,1.5T 150马力 L4,1499,4,L,6挡双离合,6,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
Taigo 2022款 Life 英国版,暂无报价,,,,,,,,,,,,,,,
Taigo 2022款 Style 英国版,暂无报价,,,,,,,,,,,,,,,
欧陆 2022款 4.0T 自动 四驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
Tj Cruiser 2017款 4.0L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
揽胜运动版 2014款 3.0L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
雷克萨斯LX 2018款 5.7L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
挑战者 2020款 3.6L 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
奔腾B70 2022款 1.5T 自动乐享型,10.59万,一汽奔腾,中型车,汽油,2022.04,1.5T 169马力 L4,1498,4,L,7挡双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,电子驻车
奔腾B70 2022款 1.5T 自动悦享型,11.29万,一汽奔腾,中型车,汽油,2022.04,1.5T 169马力 L4,1498,4,L,7挡双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,电子驻车
奔腾B70 2022款 1.5T 自动尊享型,12.19万,一汽奔腾,中型车,汽油,2022.04,1.5T 169马力 L4,1498,4,L,7挡双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,电子驻车
奔腾B70 2022款 2.0T 自动尊享型,12.89万,一汽奔腾,中型车,汽油,2022.04,2.0T 224马力 L4,1989,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
奔腾B70 2022款 2.0T 自动智享型,13.69万,一汽奔腾,中型车,汽油,2022.04,2.0T 224马力 L4,1989,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
奔腾B70 2022款 2.0T 自动驭享型,14.49万,一汽奔腾,中型车,汽油,2022.04,2.0T 224马力 L4,1989,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
红旗LS7 2022款 4.0T 6座典雅旗航版,136.58万,一汽红旗,大型SUV,汽油,2022.08,4.0T 360马力 V8,3988,8,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
红旗LS7 2022款 4.0T 4座尊爵旗舰版,146.58万,一汽红旗,大型SUV,汽油,2022.08,4.0T 360马力 V8,3988,8,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
总裁 2022款 3.0T GT,150.18万,玛莎拉蒂,大型车,汽油,2022.04,3.0T 350马力 V6,2979,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
红旗HQ9 2022款 基本型,暂无报价,,48V轻混系统,,2.0T 245马力 L4 48V轻混,180(245Ps),,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,
